record_id,nama_usaha,alamat,kecamatan
R002423,BENGKEL Nusantara Kreatif,JALAN HARAPAN NOMOR 216 RT 01 RW 02,Tanah Sareal
R007084,PT Cahaya Bersama,JALAN KEMUNING NOMOR 166 RT 06 RW 03,Bogor Barat
R013180,BENGKEL Berkah Niaga 617,JALAN PAJAJARAN NOMOR 242 RT 12 RW 12,Bogor Selatan
R005932,TOKO Anugerah Busana,JALAN TERATAI NOMOR 189 RT 07 RW 11,Bogor Timur
R006059,PT Anugerah Makmur,JALAN KENCANA NOMOR 241 RT 04 RW 03,Bogor Timur
R000577,DEPOT Karya Rasa,JALAN KENCANA NOMOR 19 RT 05 RW 10,Bogor Timur
R005031,UD Nusantara Makmur,JALAN SUKAMAJU NOMOR 146 RT 02 RW 11,Bogor Tengah
R009983,KEDAI Jaya Usaha 989,JALAN MAWAR NOMOR 68 RT 08 RW 08,Tanah Sareal
R005601,UD Sentosa Makmur,JALAN HARAPAN NOMOR 21 RT 04 RW 09,Bogor Barat
R007654,KEDAI Jaya Digital 136,JALAN MENTARI NOMOR 31 RT 07 RW 08,Tanah Sareal
R008227,TOKO Maju Sejahtera 597,JALAN KENCANA NOMOR 192 RT 06 RW 08,Bogor Timur
R003112,BENGKEL Mandiri Makmur,JALAN KENANGA NOMOR 247 RT 09 RW 10,Bogor Barat
R006255,CV Makmur Jaya,JALAN MERDEKA NOMOR 179 RT 03 RW 08,Bogor Tengah
R004972,CV Prima Busana,JALAN KEMUNING NOMOR 7 RT 01 RW 07,Bogor Tengah
R005887,PT Harapan Motor,JALAN MERDEKA NOMOR 34 RT 06 RW 06,Bogor Tengah
R005690,KEDAI Maju Teknik,JALAN KENANGA NOMOR 172 RT 03 RW 12,Bogor Selatan
R004566,depot harapan motor,jl mentari no 108 rt 9 rw 2,Bogor Timur
R005348,WARUNG Abadi Abadi,JALAN WIJAYA NOMOR 69 RT 08 RW 09,Bogor Timur
R009032,STUDIO Makmur Busana 254,JALAN DURIAN NOMOR 2 RT 12 RW 05,Bogor Barat
R001213,UD Utama Makmur,JALAN TERATAI NOMOR 165 RT 10 RW 02,Bogor Utara
R003187,TOKO Kencana Sentosa,JALAN SUKAMAJU NOMOR 68 RT 09 RW 01,Bogor Barat
R005425,TOKO Utama Karya,JALAN KENANGA NOMOR 63 RT 07 RW 02,Bogor Barat
R005863,CV Kencana Motor,JALAN KENCANA NOMOR 51 RT 05 RW 03,Tanah Sareal
R003610,KEDAI Anugerah Karya,JALAN MERDEKA NOMOR 173 RT 03 RW 08,Bogor Utara
R007326,STUDIO Prima Elektronik,JALAN KEBUN RAYA NOMOR 187 RT 06 RW 09,Bogor Tengah
R004989,DEPOT Mitra Elektronik,JALAN SUKAMAJU NOMOR 29 RT 13 RW 09,Bogor Timur
R001325,CV Harapan Mandiri,  Jl.  Flamboyan   No 122  RT 09 / RW 08 ,Bogor Utara
R007044,STUDIO Abadi Elektronik,  Jl.  Sentosa   No 205  RT 14 / RW 03 ,Bogor Utara
R006770,CV Maju Motor,JALAN KAMBOJA NOMOR 174 RT 08 RW 02,Bogor Selatan
R005950,bengkel prima kreatif,JALAN HARAPAN NOMOR 132 RT 10 RW 01,Tanah Sareal
R004860,KEDAI Gemilang Sejahtera,JALAN MANGGA NOMOR 133 RT 14 RW 12,Tanah Sareal
R010961,DEPOT Kencana Abadi 797,JALAN KAMBOJA NOMOR 112 RT 04 RW 07,Bogor Timur
R007111,PT Nusantara Motor,JALAN NUSA INDAH NOMOR 239 RT 15 RW 06,Bogor Utara
R006321,Toko Jaya Niaga,Jl. Kenanga No. 48 RT 6/RW 2,Bogor Barat
R004934,CV Jaya Elektronik,JALAN MENTARI NOMOR 43 RT 15 RW 02,Bogor Barat
R006078,PT Berkah Karya,JALAN KENCANA NOMOR 138 RT 10 RW 10,Bogor Tengah
R004377,UD Maju Teknik,JALAN HARAPAN NOMOR 116 RT 01 RW 04,Bogor Selatan
R007278,STUDIO Harapan Bersama,JALAN PUSPA NOMOR 140 RT 14 RW 11,Bogor Tengah
R001716,STUDIO Karya Abadi,JALAN MENTARI NOMOR 223 RT 07 RW 09,Bogor Utara
R014492,pt karya teknik 659,JLN. Nusa Indah No 153 RT.10/RW.06,Bogor Timur
R003000,PT Jaya Pangan,JALAN ANGGREK NOMOR 208 RT 01 RW 05,Bogor Timur
R007036,TOKO Prima Karya,JALAN CENDANA NOMOR 157 RT 12 RW 09,Bogor Utara
R002390,BENGKEL Lestari Abadi,jl kenanga no 168 rt 3 rw 1,Bogor Selatan
R002294,KEDAI Lestari Usaha,JALAN TERATAI NOMOR 233 RT 05 RW 02,Bogor Barat
R004325,TOKO Maju Persada,JALAN DAHLIA NOMOR 216 RT 15 RW 10,Bogor Timur
R004932,DEPOT Mitra Niaga,"Jalan Cendana Nomor 86, RT 11 RW 08",Bogor Tengah
R011602,BENGKEL Utama Mandiri 322,JALAN PINUS NOMOR 42 RT 15 RW 09,Bogor Timur
R006677,CV Mitra Karya,JALAN CEMPAKA NOMOR 5 RT 11 RW 04,Bogor Tengah
R011586,WARUNG Mitra Teknik 310,JALAN HARAPAN NOMOR 20 RT 05 RW 12,Bogor Tengah
R014339,STUDIO Anugerah Niaga 548,JALAN MELATI NOMOR 43 RT 04 RW 06,Bogor Barat
R005336,BENGKEL Jaya Elektronik,JLN. Kemuning No 184 RT.03/RW.11,Bogor Selatan
R010854,CV Lestari Kreatif 708,JALAN HARAPAN NOMOR 3 RT 15 RW 02,Bogor Timur
R007332,KEDAI Kencana Kreatif,JALAN HARAPAN NOMOR 107 RT 03 RW 12,Tanah Sareal
R013746,PT Sentosa Usaha 052,JALAN NUSA INDAH NOMOR 121 RT 14 RW 04,Bogor Barat
R009222,TOKO Kencana Abadi 404,JALAN PUSPA NOMOR 50 RT 10 RW 07,Bogor Barat
R009218,UD Anugerah Persada 401,JALAN SENTOSA NOMOR 202 RT 01 RW 06,Bogor Selatan
R009960,CV Abadi Persada 971,JALAN RAMBUTAN NOMOR 118 RT 01 RW 03,Bogor Tengah
R003815,KEDAI Utama Digital,JALAN HARAPAN NOMOR 18 RT 09 RW 08,Bogor Utara
R008282,STUDIO Lestari Elektronik 643,JALAN FLAMBOYAN NOMOR 213 RT 07 RW 02,Tanah Sareal
R003364,TOKO Harapan Abadi,JALAN KENCANA NOMOR 250 RT 08 RW 09,Bogor Barat
R011540,STUDIO Gemilang Rasa 271,JALAN MANGGA NOMOR 66 RT 06 RW 09,Bogor Selatan
R007670,BENGKEL Sejahtera Utama 148,JALAN MENTARI NOMOR 88 RT 08 RW 01,Tanah Sareal
R011350,WARUNG Sejahtera Kreatif 117,JALAN MENTARI NOMOR 160 RT 14 RW 06,Bogor Timur
R002650,BENGKEL Sukses Busana,JALAN FLAMBOYAN NOMOR 217 RT 15 RW 03,Tanah Sareal
R007002,TOKO Anugerah Kreatif,JALAN KAMBOJA NOMOR 236 RT 15 RW 10,Bogor Selatan
R003330,BENGKEL Cahaya Teknik,JALAN KENCANA NOMOR 106 RT 01 RW 12,Bogor Tengah
R013051,DEPOT Nusantara Sejahtera 510,JALAN SEJAHTERA NOMOR 91 RT 14 RW 07,Tanah Sareal
R007338,DEPOT Karya Elektronik,JALAN KAMBOJA NOMOR 126 RT 04 RW 04,Bogor Barat
R012470,CV Karya Makmur 044,JALAN KENANGA NOMOR 107 RT 11 RW 09,Bogor Utara
R003809,KEDAI Sejahtera Bersama,JALAN WIJAYA NOMOR 136 RT 12 RW 09,Tanah Sareal
R002430,BENGKEL Gemilang Kreatif,JALAN PINUS NOMOR 95 RT 02 RW 03,Bogor Barat
R013208,WARUNG Sukses Elektronik 633,JALAN FLAMBOYAN NOMOR 186 RT 02 RW 08,Bogor Utara
R001360,DEPOT Utama Mandiri,JALAN KEMUNING NOMOR 235 RT 04 RW 08,Bogor Barat
R010658,DEPOT Sejahtera Digital 549,JALAN DURIAN NOMOR 28 RT 08 RW 09,Tanah Sareal
R004070,  TOKO Utama Abadi ,Jl. Melati No. 132 RT 1/RW 5,Bogor Barat
R000384,TOKO Maju Karya,JALAN TERATAI NOMOR 152 RT 14 RW 10,Bogor Timur
R014125,UD Jaya Bersama 361,JALAN KENANGA NOMOR 13 RT 06 RW 11,Bogor Utara
R003980,Pt Cahaya Sentosa,JLN. Kencana No 40 RT.15/RW.02,Bogor Selatan
R014235,  STUDIO Lestari Motor 454 ,  Jl.  Merdeka   No 135  RT 05 / RW 03 ,Bogor Tengah
R001628,TOKO Nusantara Niaga,JALAN KEBUN RAYA NOMOR 76 RT 11 RW 12,Bogor Utara
R008065,DEPOT Sentosa Utama 467,JALAN MELATI NOMOR 210 RT 04 RW 04,Bogor Barat
R010279,DEPOT Kencana Abadi 238,JALAN TERATAI NOMOR 129 RT 02 RW 01,Bogor Selatan
R008377,TOKO Prima Niaga 723,JALAN SEJAHTERA NOMOR 23 RT 11 RW 02,Bogor Barat
R009850,KEDAI Abadi Karya 886,JALAN MELATI NOMOR 175 RT 01 RW 02,Bogor Timur
R002481,  CV Karya Utama ,JALAN SENTOSA 19 RT 9 RW 10,Tanah Sareal
R012974,CV Anugerah Abadi 445,  Jl.  Anggrek   No 119  RT 14 / RW 02 ,Bogor Utara
R001662,KEDAI Anugerah Jaya,JALAN DAHLIA NOMOR 109 RT 13 RW 04,Tanah Sareal
R006641,CV Berkah Niaga,JALAN KENCANA NOMOR 245 RT 07 RW 12,Tanah Sareal
R000064,WARUNG  Jaya Digital,JALAN WIJAYA NOMOR 168 RT 10 RW 05,Bogor Barat
R000767,PT Harapan Digital,JALAN PURNAMA NOMOR 56 RT 04 RW 07,Bogor Timur
R008283,TOKO Makmur Niaga 644,JALAN MAWAR NOMOR 171 RT 10 RW 06,Bogor Timur
R006689,CV Jaya Utama,JALAN PAJAJARAN NOMOR 34 RT 15 RW 08,Tanah Sareal
R003754,TOKO Sejahtera Abadi,JALAN PINUS NOMOR 180 RT 07 RW 12,Bogor Tengah
R000046,WARUNG Cahaya Abadi,JALAN TERATAI NOMOR 28 RT 15 RW 08,Bogor Timur
R002127,STUDIO Maju Elektronik,JALAN SILIWANGI NOMOR 76 RT 04 RW 05,Bogor Tengah
R006720,CV Makmur Usaha,JALAN SILIWANGI NOMOR 163 RT 11 RW 09,Bogor Barat
R009088,KEDAI Karya Persada 297,JALAN PUSPA NOMOR 217 RT 14 RW 04,Bogor Timur
R005285,TOKO Cahaya Kreatif,"Jalan Cendana Nomor 161, RT 10 RW 08",Tanah Sareal
R001255,TOKO Abadi Sentosa,JALAN HARAPAN NOMOR 242 RT 02 RW 02,Bogor Tengah
R005429,CV Makmur Rasa,JALAN KAMBOJA NOMOR 246 RT 04 RW 09,Bogor Timur
R013309,DEPOT Jaya Abadi 701,JALAN MANGGA NOMOR 107 RT 07 RW 03,Bogor Utara
R007720,CV Utama Mandiri 191,JALAN MENTARI NOMOR 242 RT 07 RW 04,Tanah Sareal
R008023,DEPOT Berkah Jaya 433,JALAN KEMUNING NOMOR 190 RT 02 RW 01,Bogor Timur
R009306,DEPOT Makmur Bersama 481,JALAN MANGGA NOMOR 164 RT 14 RW 07,Tanah Sareal
R010924,WARUNG Mitra Mandiri 767,JALAN PAJAJARAN NOMOR 9 RT 10 RW 09,Bogor Barat
R013143,TOKO Kencana Utama 590,JALAN SUKAMAJU NOMOR 75 RT 04 RW 07,Bogor Selatan
R005578,TOKO Anugerah Jaya,JALAN KAMBOJA NOMOR 43 RT 01 RW 06,Bogor Utara
R014639,UD Abadi Usaha 779,JALAN FLAMBOYAN 25 RT 11 RW 6,Bogor Utara
R005986,CV Sejahtera Rasa,JALAN KEBUN RAYA NOMOR 228 RT 03 RW 07,Bogor Barat
R002978,WARUNG Harapan Teknik,JL DURIAN NO 103 RT07 RW05,Bogor Timur
R008548,DEPOT Karya Digital 861,JALAN CENDANA NOMOR 152 RT 14 RW 06,Bogor Tengah
R002073,CV Utama Mandiri,JALAN CENDANA NOMOR 117 RT 03 RW 03,Tanah Sareal
R009196,DEPOT Kencana Motor 384,JALAN SEJAHTERA NOMOR 219 RT 02 RW 08,Bogor Selatan
R000317,WARUNG Sukses Makmur,JALAN DAHLIA NOMOR 247 RT 12 RW 11,Bogor Barat
R005015,TOKO Kencana Rasa,JALAN MERDEKA NOMOR 183 RT 01 RW 12,Bogor Timur
R012286,STUDIO Abadi Elektronik 890,JALAN FLAMBOYAN NOMOR 124 RT 06 RW 06,Bogor Timur
R008337,UD Nusantara Utama 688,JALAN SILIWANGI NOMOR 219 RT 15 RW 07,Bogor Barat
R007038,TOKO Prima Karya,JALAN CENDANA NOMOR 157 RT 12 RW 09,Bogor Utara
R001075,DEPOT Cahaya Karya,JALAN DAHLIA NOMOR 152 RT 01 RW 05,Bogor Tengah
R014585,TOKO Jaya Persada 731,JALAN DURIAN NOMOR 234 RT 04 RW 05,Tanah Sareal
R009258,KEDAI Sentosa Niaga 437,JALAN MENTARI NOMOR 235 RT 14 RW 07,Bogor Utara
R010468,PT Lestari Digital 387,JALAN PURNAMA NOMOR 161 RT 03 RW 06,Bogor Utara
R005969,Cv Makmur Motor,JALAN MERDEKA NOMOR 78 RT 04 RW 02,Bogor Barat
R013391,CV Maju Karya 774,JALAN KAMBOJA NOMOR 84 RT 09 RW 10,Bogor Tengah
R001779,DEPOT Cahaya Makmur,JALAN SEJAHTERA NOMOR 46 RT 02 RW 06,Bogor Selatan
R014065,KEDAI Nusantara Utama 313,JALAN FLAMBOYAN NOMOR 213 RT 08 RW 12,Bogor Barat
R010555,WARUNG Mitra Makmur 455,JALAN WIJAYA NOMOR 208 RT 07 RW 10,Tanah Sareal
R013343,STUDIO Nusantara Digital 729,JALAN PINUS NOMOR 32 RT 11 RW 12,Bogor Utara
R011160,PT Karya Elektronik 955,JALAN MAWAR NOMOR 26 RT 15 RW 04,Tanah Sareal
R010774,KEDAI Utama Sejahtera 644,JALAN MELATI NOMOR 187 RT 15 RW 04,Bogor Timur
R007925,UD Gemilang Niaga 352,JALAN KENCANA NOMOR 171 RT 08 RW 12,Bogor Utara
R003078,UD Karya Busana,JALAN PAJAJARAN NOMOR 76 RT 09 RW 11,Tanah Sareal
R000097,WARUNG Mandiri Digital,JALAN DAHLIA NOMOR 226 RT 01 RW 05,Bogor Tengah
R004063,BENGKEL Berkah Usaha,JALAN DURIAN NOMOR 155 RT 06 RW 06,Bogor Tengah
R010079,STUDIO Anugerah Kreatif 071,JALAN CENDANA NOMOR 20 RT 04 RW 06,Bogor Utara
R002246,TOKO Jaya Persada,JALAN KENCANA NOMOR 196 RT 15 RW 04,Bogor Tengah
R001004,STUDIO Makmur Karya,JALAN CENDANA 187 RT 14 RW 12,Bogor Barat
R001561,DEPOT Karya Mandiri,JALAN MERDEKA NOMOR 97 RT 10 RW 02,Bogor Utara
R002859,STUDIO Berkah Bersama,JALAN SUKAMAJU NOMOR 199 RT 10 RW 05,Bogor Selatan
R014291,DEPOT Anugerah Pangan 503,JALAN SEJAHTERA NOMOR 48 RT 13 RW 04,Bogor Utara
R008547,STUDIO Maju Sejahtera 860,JALAN TERATAI NOMOR 77 RT 05 RW 08,Bogor Utara
R000448,BENGKEL Nusantara Persada,JALAN KENANGA NOMOR 35 RT 07 RW 02,Bogor Utara
R001991,WARUNG Harapan Mandiri,JALAN KEMUNING NOMOR 166 RT 06 RW 09,Bogor Tengah
R010259,TOKO Karya Bersama 220,JALAN FLAMBOYAN NOMOR 89 RT 05 RW 03,Bogor Tengah
R011871,TOKO Prima Utama 539,JALAN WIJAYA NOMOR 74 RT 13 RW 03,Bogor Selatan
R013573,UD Jaya Sentosa 914,JALAN KENCANA NOMOR 54 RT 10 RW 04,Tanah Sareal
R004361,KEDAI Abadi Niaga,JALAN RAMBUTAN NOMOR 166 RT 11 RW 04,Bogor Utara
R013559,WARUNG Gemilang Digital 903,JALAN SILIWANGI NOMOR 226 RT 03 RW 04,Tanah Sareal
R001820,WARUNG Sentosa Mandiri,JALAN KEMUNING NOMOR 30 RT 05 RW 08,Bogor Barat
R003977,UD Cahaya Usaha,JALAN MANGGA NOMOR 20 RT 12 RW 01,Bogor Selatan
R000715,PT Cahaya Persada,JALAN HARAPAN NOMOR 139 RT 14 RW 01,Bogor Utara
R008129,KEDAI Jaya Niaga 519,JALAN MENTARI NOMOR 122 RT 15 RW 12,Tanah Sareal
R013843,STUDIO Sejahtera Kreatif 134,JALAN ANGGREK NOMOR 156 RT 04 RW 02,Bogor Utara
R012076,BENGKEL Sentosa Elektronik 707,JALAN MELATI NOMOR 19 RT 13 RW 02,Bogor Utara
R005885,WARUNG Mandiri Mandiri,JALAN SEJAHTERA NOMOR 211 RT 08 RW 04,Bogor Utara
R008766,pt lestari sentosa 043,JLN. Wijaya No 120 RT.15/RW.12,Bogor Tengah
R012597,WARUNG Maju Usaha 149,JALAN CENDANA NOMOR 222 RT 14 RW 09,Tanah Sareal
R004408,DEPOT Karya Niaga,Jl. Purnama No. 228 RT 2/RW 1,Tanah Sareal
R010768,DEPOT Jaya Jaya 639,  Jl.  Mentari   No 82  RT 05 / RW 01 ,Bogor Timur
R013679,UD Sentosa Teknik 004,JLN. Teratai No 227 RT.05/RW.09,Tanah Sareal
R012284,TOKO Berkah Usaha 888,"Jalan Harapan Nomor 132, RT 01 RW 10",Bogor Selatan
R009578,CV Mitra Motor 691,JALAN MAWAR NOMOR 86 RT 10 RW 04,Tanah Sareal
R014367,PT Gemilang Niaga 570,JALAN SUKAMAJU 241 RT 4 RW 4,Bogor Utara
R009183,WARUNG Utama Digital 375,JALAN HARAPAN NOMOR 246 RT 07 RW 08,Bogor Barat
R010343,PT Sukses Pangan 292,JALAN DURIAN NOMOR 124 RT 03 RW 11,Bogor Selatan
R003542,CV Mitra Bersama,JALAN MENTARI NOMOR 60 RT 09 RW 01,Bogor Tengah
R004617,BENGKEL  Anugerah Kreatif,JALAN FLAMBOYAN NOMOR 212 RT 08 RW 08,Bogor Utara
R008978,DEPOT Maju Persada 212,JALAN KENCANA NOMOR 154 RT 09 RW 01,Bogor Selatan
R009514,TOKO Jaya Teknik 647,JALAN PUSPA NOMOR 182 RT 09 RW 05,Bogor Timur
R004010,DEPOT Karya Sejahtera,JALAN KENANGA NOMOR 128 RT 01 RW 03,Bogor Utara
R005189,TOKO Gemilang Makmur,JALAN KENCANA NOMOR 236 RT 14 RW 07,Bogor Tengah
R011927,TOKO Harapan Abadi 586,JALAN PUSPA NOMOR 100 RT 08 RW 07,Tanah Sareal
R013821,PT Utama Niaga 115,JALAN WIJAYA NOMOR 21 RT 15 RW 05,Tanah Sareal
R003863,WARUNG Anugerah Motor,JALAN KEBUN RAYA NOMOR 84 RT 14 RW 06,Bogor Tengah
R011284,BENGKEL Mandiri Sentosa 057,JALAN KENANGA NOMOR 112 RT 15 RW 10,Bogor Utara
R003814,  PT Sukses Makmur ,Jl. Kenanga No. 205 RT 14/RW 11,Bogor Tengah
R005721,UD Cahaya Pangan,JALAN ANGGREK NOMOR 172 RT 08 RW 07,Bogor Barat
R007288,CV Maju Persada,JALAN MANGGA NOMOR 249 RT 13 RW 08,Bogor Utara
R004762,UD Nusantara Pangan,JALAN CEMPAKA 118 RT 6 RW 12,Tanah Sareal
R004996,TOKO Karya Makmur,JALAN SENTOSA NOMOR 11 RT 06 RW 11,Bogor Tengah
R009755,DEPOT Mitra Usaha 828,Jl. Mentari No. 35 RT 12/RW 11,Tanah Sareal
R005517,UD Mandiri Rasa,JALAN KAMBOJA NOMOR 246 RT 12 RW 09,Bogor Barat
R002364,STUDIO Harapan Teknik,JALAN TERATAI NOMOR 141 RT 11 RW 07,Bogor Barat
R000888,WARUNG Karya Bersama,JALAN FLAMBOYAN NOMOR 248 RT 13 RW 07,Bogor Utara
R013696,UD Gemilang Niaga 019,JALAN KENCANA NOMOR 177 RT 11 RW 01,Bogor Barat
R004792,PT Mitra Abadi,JALAN NUSA INDAH NOMOR 82 RT 08 RW 04,Bogor Tengah
R001999,UD Cahaya Kreatif,JALAN MAWAR NOMOR 131 RT 02 RW 07,Tanah Sareal
R006020,UD Mitra Jaya,JALAN CEMPAKA NOMOR 145 RT 09 RW 11,Bogor Barat
R012390,TOKO Lestari Digital 981,JALAN PAJAJARAN NOMOR 114 RT 13 RW 11,Tanah Sareal
R009662,CV Cahaya Mandiri 759,JALAN HARAPAN NOMOR 151 RT 06 RW 01,Bogor Utara
R001027,TOKO  Cahaya Bersama,JALAN KENANGA NOMOR 89 RT 10 RW 09,Bogor Barat
R002306,UD Anugerah Busana,JALAN NUSA INDAH NOMOR 13 RT 12 RW 01,Bogor Timur
R002925,UD Cahaya Rasa,JALAN KENANGA NOMOR 2 RT 11 RW 12,Bogor Barat
R008478,PT Kencana Karya 805,JALAN MELATI NOMOR 128 RT 14 RW 08,Bogor Timur
R007452,DEPOT Gemilang Karya,JALAN MELATI NOMOR 52 RT 06 RW 03,Bogor Selatan
R006140,BENGKEL Mitra Niaga,JALAN DURIAN NOMOR 46 RT 07 RW 12,Bogor Utara
R003034,WARUNG Berkah Sentosa,JALAN MELATI NOMOR 82 RT 05 RW 10,Bogor Selatan
R010265,CV Mitra Bersama 226,JALAN KENANGA NOMOR 150 RT 11 RW 01,Bogor Timur
R000766,CV Anugerah Karya,JALAN MANGGA NOMOR 168 RT 07 RW 05,Bogor Utara
R013174,PT Jaya Elektronik 612,JALAN KENANGA NOMOR 183 RT 15 RW 07,Bogor Utara
R006932,BENGKEL Sentosa Jaya,JALAN MENTARI NOMOR 195 RT 10 RW 06,Bogor Timur
R005565,DEPOT Utama Teknik,JALAN SILIWANGI NOMOR 103 RT 09 RW 11,Tanah Sareal
R009517,CV Makmur Niaga 649,JALAN PURNAMA NOMOR 224 RT 06 RW 08,Bogor Timur
R001982,TOKO Prima Sentosa,JALAN KEBUN RAYA NOMOR 195 RT 08 RW 06,Bogor Timur
R003821,STUDIO Maju Motor,JALAN PINUS NOMOR 127 RT 05 RW 03,Tanah Sareal
R014596,UD Mitra Karya 741,JALAN DAHLIA NOMOR 242 RT 12 RW 01,Bogor Barat
R013649,PT Karya Usaha 978,JALAN KENCANA NOMOR 78 RT 02 RW 12,Bogor Tengah
R004668,BENGKEL Gemilang Digital,JALAN PURNAMA NOMOR 2 RT 05 RW 08,Bogor Tengah
R011015,STUDIO Makmur Mandiri 840,JALAN HARAPAN NOMOR 92 RT 05 RW 01,Bogor Barat
R005457,CV Mitra Karya,JALAN PURNAMA NOMOR 166 RT 03 RW 08,Bogor Utara
R004411,WARUNG Makmur Digital,JALAN SUKAMAJU NOMOR 2 RT 02 RW 04,Bogor Barat
R003834,DEPOT Lestari Sentosa,JALAN DURIAN NOMOR 220 RT 12 RW 08,Bogor Selatan
R008849,DEPOT Mitra Makmur 114,JALAN SILIWANGI NOMOR 106 RT 10 RW 01,Bogor Barat
R007816,STUDIO Abadi Persada 271,JALAN SENTOSA NOMOR 245 RT 08 RW 01,Tanah Sareal
R009548,KEDAI Nusantara Usaha 667,JALAN WIJAYA NOMOR 201 RT 10 RW 10,Bogor Utara
R009250,Pt Kencana Jaya 429,  Jl.  Kamboja   No 226  RT 15 / RW 02 ,Bogor Barat
R013853,CV Sukses Bersama 144,JALAN TERATAI NOMOR 65 RT 11 RW 07,Bogor Timur
R000501,BENGKEL Cahaya Sejahtera,JALAN RAMBUTAN NOMOR 240 RT 08 RW 09,Tanah Sareal
R013209,UD Lestari Persada 634,JALAN DURIAN NOMOR 201 RT 09 RW 03,Tanah Sareal
R009190,depot berkah sejahtera 379,JL PUSPA NO 132 RT04 RW10,Bogor Selatan
R013859,DEPOT Maju Sejahtera 149,JALAN SUKAMAJU NOMOR 77 RT 10 RW 09,Tanah Sareal
R013250,PT Mitra Jaya 662,JALAN CENDANA NOMOR 30 RT 06 RW 11,Bogor Timur
R006604,TOKO Maju Kreatif,JALAN RAMBUTAN 113 RT 15 RW 10,Bogor Timur
R005187,UD Sejahtera Elektronik,JALAN KENANGA NOMOR 56 RT 11 RW 02,Bogor Selatan
R013467,DEPOT Gemilang Teknik 839,JALAN KENANGA NOMOR 118 RT 07 RW 11,Bogor Barat
R006506,PT Berkah Motor,JALAN KENANGA NOMOR 202 RT 06 RW 04,Bogor Barat
R013019,UD Mandiri Sentosa 482,JALAN KAMBOJA NOMOR 211 RT 03 RW 11,Bogor Selatan
R006467,PT Prima Sentosa,JALAN DAHLIA NOMOR 159 RT 08 RW 04,Tanah Sareal
R006252,STUDIO Sentosa Mandiri,JALAN KEBUN RAYA NOMOR 143 RT 01 RW 06,Bogor Utara
R002528,BENGKEL Karya Abadi,JALAN MENTARI NOMOR 195 RT 11 RW 05,Bogor Tengah
R004407,DEPOT Karya Niaga,  Jl.  Purnama   No 228  RT 02 / RW 01 ,Tanah Sareal
R010868,UD Utama Mandiri 721,JALAN KEBUN RAYA NOMOR 123 RT 05 RW 01,Tanah Sareal
R001968,KEDAI Berkah Utama,JALAN KENANGA NOMOR 206 RT 10 RW 01,Bogor Barat
R002134,DEPOT Gemilang Motor,JALAN PUSPA NOMOR 60 RT 04 RW 01,Bogor Selatan
R013178,TOKO Sukses Rasa 615,JALAN WIJAYA NOMOR 215 RT 15 RW 04,Bogor Barat
R005410,KEDAI Sejahtera Digital,JALAN CEMPAKA NOMOR 34 RT 10 RW 09,Bogor Utara
R004599,TOKO Nusantara Teknik,JALAN MERDEKA NOMOR 62 RT 11 RW 12,Bogor Utara
R000972,WARUNG Makmur Utama,JALAN KENANGA NOMOR 205 RT 01 RW 05,Bogor Utara
R000828,TOKO Sentosa Pangan,JLN. Melati No 42 RT.12/RW.06,Bogor Tengah
R008000,DEPOT Mitra Teknik 412,JALAN SEJAHTERA NOMOR 239 RT 06 RW 09,Bogor Tengah
R012897,KEDAI Sentosa Abadi 384,JALAN MENTARI NOMOR 158 RT 03 RW 08,Bogor Barat
R013409,UD Berkah Abadi 791,JALAN SENTOSA NOMOR 39 RT 15 RW 11,Bogor Barat
R001082,BENGKEL Gemilang Jaya,JALAN PINUS NOMOR 152 RT 05 RW 10,Bogor Tengah
R008682,WARUNG Kencana Utama 971,JALAN CENDANA NOMOR 96 RT 09 RW 02,Bogor Utara
R009204,WARUNG Nusantara Motor 390,JALAN ANGGREK NOMOR 172 RT 14 RW 01,Bogor Timur
R002250,PT Cahaya Niaga,JALAN DAHLIA NOMOR 172 RT 03 RW 10,Bogor Tengah
R013433,WARUNG Harapan Pangan 812,JALAN DAHLIA NOMOR 213 RT 10 RW 10,Bogor Tengah
R006534,STUDIO Kencana Karya,JALAN KAMBOJA NOMOR 94 RT 12 RW 06,Bogor Timur
R001073,TOKO Makmur Makmur,JALAN CEMPAKA NOMOR 240 RT 07 RW 12,Bogor Selatan
R009005,BENGKEL Utama Motor 231,JALAN KEMUNING NOMOR 43 RT 06 RW 10,Bogor Selatan
R000298,CV Sukses Persada,JALAN MANGGA NOMOR 124 RT 15 RW 07,Bogor Utara
R002231,CV Sentosa Elektronik,JALAN TERATAI NOMOR 81 RT 07 RW 06,Bogor Barat
R002629,PT Anugerah Pangan,JALAN KAMBOJA NOMOR 123 RT 10 RW 09,Bogor Selatan
R013468,TOKO Berkah Bersama 840,JALAN SENTOSA NOMOR 160 RT 06 RW 05,Tanah Sareal
R014899,UD Mandiri Abadi 999,JALAN SENTOSA NOMOR 19 RT 05 RW 03,Bogor Selatan
R012033,WARUNG Makmur Makmur 674,JALAN SENTOSA NOMOR 72 RT 04 RW 11,Bogor Selatan
R012083,TOKO Karya Niaga 714,JALAN PURNAMA NOMOR 233 RT 02 RW 12,Bogor Selatan
R002183,WARUNG Sukses Niaga,JALAN SEJAHTERA NOMOR 217 RT 05 RW 11,Bogor Selatan
R010070,toko kencana persada 065,Jl. Mentari No. 141 RT 4/RW 5,Bogor Timur
